id,name,tagline,domain,Location,Investors,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
42a6a5d0-1882-4c26-8f71-be019623a5af,42watt,Retrofitting advisory platform,42watt.de,"Munich, Germany","['BonVenture', 'Contrarian Ventures', 'Better Ventures', 'BonVenture Management GmbH', 'PropTech1 Ventures']",38.0,15.15,Seed,,"['Marcus Dietmann (Founder I CPO): https://linkedin.com/in/marcus-dietmann-6b3a5b10b', 'Ferdinand Zemella (Co-Founder): https://linkedin.com/in/ferdinandzemella', 'Joerg Ueberla (Co-Founder & CEO): https://linkedin.com/in/ueberla', 'Nina Weingarten (Founder Associate): https://linkedin.com/in/nina-weingarten']",True,287971148
2221eb02-6e36-4275-9bce-f8cd4bb78846,44.01,Carbon removal and mineralization technologies,,,,,,,,,False,Not in Affinity
74c55a8d-682f-4ee9-9755-1175081724aa,4elements,Launch of new high-impact climate startups,,,,,,,,,False,Not in Affinity
24f44b9d-d6a2-4fe7-8765-830c2eda8133,4impact capital,Investment firm focused on climate software companies,,,,,,,,,False,Not in Affinity
3d63d8d3-87e3-4409-9db0-7b2a84bc276e,4M Analytics,Subsurface infrastructure mapping startup,4manalytics.com,"Austin, Texas","['F2 Venture Capital', 'Insight Partners', 'Viola Ventures', 'ITI Venture Capital Partners', 'Noam Bardin', 'Nir Erez']",106.0,-0.93,Series A,30000000.0,"['Itzik Malka (Co-Founder & Ceo): https://linkedin.com/in/itzik-malka-09579199', 'Yoav Cohen (CTO & Co-Founder): https://linkedin.com/in/yoav-cohen-959049187', 'Nir Cohen (Co-Founder): https://linkedin.com/in/nir-cohen-4997046b']",True,224686696
2ddf481d-5e09-4056-8f61-639b2cbbb851,51tocarbonzero,Corporate net zero transition platform,51tocarbonzero.com,"London, England",,,,,,,False,286194309
cd088c00-53d7-473f-8592-0363d53a8e2d,5B,Solar power deployment company,5b.co,"Sydney, Australia","['AES Corporation', 'Artesian Venture Capital', 'Australian Renewable Energy Agency']",102.0,-8.93,Other,20000000.0,,True,291928705
930a7f5a-a46c-4111-b1af-d4921630fa5a,5B Australia,Modular solar manufacturer,5b.com.au,"Sydney, Australia",The AES Corporation,109.0,,Series A,8600000.0,"['Chris McGrath (Founder, CEO): https://linkedin.com/in/chris-mcgrath-82429ab0', 'Eden Tehan (Co-Founder): https://linkedin.com/in/eden-tehan-b34979102']",True,222181321
844127ce-146d-4987-b98e-4fd45995b983,60hertz energy,Platform improving microgrids and backup generators,https://60hertzenergy.com/,,,,,,,,False,Not in Affinity
6efa650d-76d6-41ce-8716-933d9a29b3a1,6K,Developer of advanced microwave-based plasma technology,6kinc.com,"North Andover, MA",,,,,,,False,278518352
ca446f27-1c11-4525-a49e-77b0d7eadc0a,75F,Building automation technologies to optimize indoor air quality and energy efficiency,75f.io,"Bloomington, Minnesota","['U.S. Small Business Administration.', 'Climate Initiative', 'Next47', 'WIND Ventures', 'Clean Energy Trust', 'Siemens AG', 'Building Ventures', ""Revolution's Rise of the Rest Seed Fund"", 'Breakthrough Energy Ventures', 'WIND Ventures - the corporate venture capital (CVC) group of Copec', 'Oil & Gas Climate Initiative']",85.0,-19.05,Series A,5000000.0,"['Pankaj Chawla (CTO and Co-Founder): https://linkedin.com/in/pankaj013', 'Deepinder Singh (CEO): https://linkedin.com/in/flyingsardar']",True,1747333
c1ef9fb4-813d-49b7-855c-bedde1a4ddd1,75f inc.,Provider of wireless building automation for commercial buildings,,,,,,,,,False,Not in Affinity
fc1aced9-e60c-436d-b8eb-98460c5cdf5a,7Analytics,Flood prediction platform,7analytics.no,"Bergen, Norway","['Link Capital', 'Momentum Partners', 'Construct Venture', 'Scale Capital', 'Obos VC']",25.0,25.0,Other,4320600.0,"['Rolf Magnus Monsen (Co-founder / Chief engineer): https://linkedin.com/in/rolf-magnus-monsen-8a40a559', 'Jonas Aas Torland (CDO & Co-founder): https://linkedin.com/in/jonas-aas-torland-5758a937', 'Helge Jørgensen (Co-founder and CEO at 7Analytics): https://linkedin.com/in/helge-j%C3%B8rgensen-bb734651']",True,299967428
a7d9a42c-aa48-4ad5-a895-34138df7136d,7bridges,Logistics engine optimization platform,https://www.7bridges.com/,,,,,,,,False,Not in Affinity
2beca5c4-9d28-436f-9dbd-f51b0292d6aa,7gen,EV service platform,https://7gen.com/,,,,,,,,False,Not in Affinity
c51f10ff-ddeb-452a-b5d2-75d4cb8d1c5d,8 Rivers Capital,Net-zero solutions provider,8rivers.com,"Durham, CA",,,,,,,False,1607977
c537f53b-b30e-4457-9786-b9885161ae98,80 Acres Farms,Vertical farming company focused on pesticide-free produce,80acresfarms.com,"Hamilton, Montana","['Virgo Investment Group', 'Siemens Financial Services', 'other leading Midwestern financial institutions', 'Blue Earth Capital', 'The Western and Southern Life Insurance Company', 'General Atlantic', 'Barclays Climate Ventures']",162.0,-5.26,,115000000.0,Mike Zelkind (CEO): https://linkedin.com/in/mike-zelkind-5113624,True,162592950
9b53686f-95b7-4ed6-9ffe-2692618b8471,8090 Industries,Investment firm,8090industries.com,"New York, NY",,12.0,20.0,,,"['Kerem Ozmen (Co-Founder & CEO): https://linkedin.com/in/kerem-ozmen-6231aa11b', 'Rayyan Islam (Co-Founder and General Partner, Industrial Decarbonization): https://linkedin.com/in/rayyanislam']",True,287621926
ef505948-b2af-4eec-b167-684b5f8ae3fb,8base,Development platform for building digital products,8base.com,"Miami, FL",,,,,,,False,125394565
f79065c4-e779-428d-a184-6ac439f67a07,8inks,Coatings for lithium-ion batteries,8inks.com,"Schlieren, Switzerland",,,,,,,False,296722047
cf2ded7d-f89f-4621-af12-ea5ae6e4f743,900.care,Refillable personal care products provider,900.care,"Paris, France",,,,,,,False,272564602
3f57b8d2-9b1a-4ac5-b0f2-6c22fce377cc,99 Counties,Regenerative meat marketplace,99counties.com,"Chicago, Illinois",,5.0,0.0,Other,3724999.0,"['Mike Adkins (Co-Founder & Chief Technology Officer): https://linkedin.com/in/adkinsmichael', 'Nick Wallace (Founder): https://linkedin.com/in/nick-wallace-269063251', 'Christian E. (Chief Executive Officer): https://linkedin.com/in/cebersol']",True,284887450
53a46aec-287c-4432-bba2-22981c3ef3f9,99minutos,Logistics service for e-commerce vendors,99minutos.com,"Mexico City, Mexico",,,,,,,False,262403406
d428a412-e5d1-4a43-bae0-3677a542fda3,aalo atomics,Company commercializing small nuclear fission reactors,https://www.aaloatomics.com/,,,,,,,,False,Not in Affinity
5acc2f18-a3f9-4942-9c3e-d0d70245c8aa,ab carval,Investment firm focused on credit and hard-asset investments,,,,,,,,,False,Not in Affinity
c924f020-f4a7-4889-8133-be99f5ae9b4f,Abatable,Carbon offsetting start-up,abatable.com,"London, United Kingdom",Azora Capital,40.0,17.65,Other,13500000.0,"['Maria Eugenia Filmanovic (Co-founder): https://linkedin.com/in/mariafilmanovic', 'Valerio Magliulo (Co-Founder): https://linkedin.com/in/valerio-magliulo-51541531']",True,283093744
23b8e9f2-ac8a-4b4c-843e-f4fda6581096,ABB E-Mobility,Provider in EV charging solutions,e-mobility.abb.com,"Zurich, Switzerland",,,,,,,False,291704117
eb5126f1-4d24-443c-9261-103b32f17a5f,Abodu,Startup building backyard homes,abodu.com,"Redwood City, CA",,,,,,,False,262999163
04e6c26d-6e50-479f-a4c6-8d555754685b,abolis,Microorganisms for sustainable chemicals,https://www.abolis.fr/,,,,,,,,False,Not in Affinity
5e6e0fca-68fe-4296-ba6a-84f35a8b1a2b,About:Energy,Battery testing intelligence platform,aboutenergy.io,"London, United Kingdom","['Vireo Ventures', 'Electric Revolution Ventures', 'HighSage Ventures', 'OakNorth Bank CEO Rishi Khosla', 'Coltrane Asset Management Partners’ Laura Webster', 'Plug and Play Ventures', 'Theodo CTO Fabrice Bernhard', 'Nick Banner', 'Mandeep Manku']",30.0,-6.25,Seed,1500000.0,"['Emma Kendrick (Director and co-founder): https://linkedin.com/in/emma-kendrick-92621013', 'Alastair Hales (Co-Founder): https://linkedin.com/in/alastair-hales-955b3489', 'Gregory Offer (Director & Co-Founder of About:Energy Ltd): https://linkedin.com/in/gregory-offer-3180379', ""Kieran O'Regan (Founder): https://linkedin.com/in/kieranoregan1994"", 'Gavin White (Founder / CEO): https://linkedin.com/in/gavinwhite-eng']",True,291379405
61562537-e236-4db6-892a-bb3bf9d3c1f9,Absolute Foods,"AI-driven platform enabling vertical farms, greenhouses and open farms",absolutefoods.in,India,,,,,,,False,225197154
6a1537ef-59a5-47c1-ae67-357997b6e79d,Accacia,Real estate decarbonization platform,accacia.com,"Gurgaon, India",,,,,,,False,302966694
3e851659-cf1a-46ca-a0d7-ae7ea6c3bdcf,acceldata,Data observability platform,acceldata.io,"San Jose, California","['Lightspeed Venture Partners', 'Emergent Ventures', 'Insight Partners', 'Sanabil Investments', 'Industry Ventures', 'March Capital', 'Lightspeed', 'Sorenson Ventures', 'Prosperity Ventures']",257.0,-2.65,Series C,10000000.0,"['Raghu Mitra Kandikonda (Co-Founder & Principal Engineer): https://linkedin.com/in/raghumitra', 'Rohit Choudhary (Founder & CEO): https://linkedin.com/in/rconline', 'Gaurav Nagar (Staff Engineer & Cofounder): https://linkedin.com/in/gaurav-nagar-6b800124', 'Ashwin Rajeeva (Co-founder and CTO): https://linkedin.com/in/w1nash']",True,221222203
1ff5a1be-1206-493c-a4f3-1b5f70e5f46b,AccelerComm,5G radio access network performance optimization,accelercomm.com,"Chilworth, United Kingdom","['Hostplus managed funds', 'Bloc Ventures', 'Hostplus', 'Parkwalk', 'IP Group plc', 'Swisscom', 'IQ Capital', 'IP Group', 'the IP Group', 'Swisscom Ventures']",71.0,-6.58,Other,15000000.0,"['Taihai Chen (Co-Founder & Chief Operating Officer): https://linkedin.com/in/taihai-chen-8501b522', 'Prof Rob Maunder (Founder and CTO): https://linkedin.com/in/robmaunder', 'Tom Cronk (Chairman & CEO): https://linkedin.com/in/tom-cronk-b5440b141']",True,122505931
cad99496-09f8-4a2e-ad30-1f035737fa15,Accelergen Energy,Renewable power and storage developer,accelergen.com,"Austin, Texas",Overlay Capital,9.0,0.0,,20000000.0,"['Thomas Houle (Chief Executive Officer): https://linkedin.com/in/houle01', 'Thomas houle (Chief Executive Officer): https://linkedin.com/in/thomas-houle-0498a4241']",True,287669743
ae2c4561-0009-4b5d-a7f1-a1ffe2980229,Acceleron Fusion,Muon-catalyzed fusion technology developer,acceleron.energy,"Cambridge, MA",,,,,,,False,294626080
cf373b0c-9fd2-4b2a-9250-d5d0b8893b9d,Accelsius,Thermal cooling systems for datacenters provider,accelsius.com,"Austin, TX",,,,,,,False,288577476
8b3e4979-2bd3-4c1b-87fd-8b1574c9cd1c,accure,Battery analytics software platform,https://www.accure.net/,,,,,,,,False,Not in Affinity
6147fc40-935c-4821-95f1-e22ce567715a,ACCURE - Battery Intelligence,Battery safety company,accure.net,"Aachen, Germany","['Riverstone Ventures', 'Capnamic Ventures', 'Blue Bear Capital', 'HSBC Asset Management', '42CAP', 'Bluebear Capital', 'Hsbc Asset Management', 'Capnamic', 'Riverstone Holdings', 'Incharge Capital Partners']",64.0,-3.03,Series B,16000000.0,,True,280235726
a3db8147-9782-413b-ac4b-92d422d5e52b,ACE Green Recycling,Battery recycling technology company,acegreenrecycling.com,India,,,,,,,False,289181841
112547cd-89e5-4229-9924-26554b2aed73,Acel Power,Electric boat developer,acelpower.com,"Vancouver, Canada","['Tau Capital', 'Brad Allen of Tau']",16.0,6.67,Series A,10000000.0,"['John Liu (Co CEO): https://linkedin.com/in/john-liu-73437b77', 'Anthony Liu (Chief Executive Officer): https://linkedin.com/in/anthony-liu-684301127', 'Dr Nawfal Al Jourani (Regional CEO of Middle East): https://linkedin.com/in/dr-nawfal-al-jourani-2b6aa1104', 'John Liu (Co-Founder): https://linkedin.com/in/john-liu-a5055988']",True,284879343
b1f99051-5a21-4e13-8de2-b4ca6511c875,Acerta Analytics,Manufacturing technology solutions for automotive,acerta.ca,"Kitchener, Canada",,,,,,,False,121080341
95cc3be4-a519-4adb-b306-7ffd53b505a2,aclarity,Water treatment startup,https://www.parity.com/,,,,,,,,False,Not in Affinity
fade16c5-556d-4748-8629-20069d59d258,Aclima,Air pollution and greenhouse gas measurement startup,aclima.io,"San Francisco, California","['Splunk', 'Kapor Capital', 'Plum Alley', 'KTB Network', 'Radicle Impact', 'Microsoft Climate Innovation Fund', 'Rethink Impact', 'U.S. Small Business Administration.', 'Robert Bosch Venture Capital', 'ACVC Partners', 'Womens VC Fund II', 'Social Capital', 'Schmidt Family Foundation', 'The Schmidt Family Foundation', 'GingerBread Capital', 'First Philippine Holdings', 'Leonid Capital Partners']",92.0,2.0,Debt,13000000.0,"['Reuben Herzl (Co-Founder and Chief Creative Officer): https://linkedin.com/in/groundmaking', 'Kim Hunter (Advisor To Chief Executive Officer, Founders Office): https://linkedin.com/in/kim-hunter-23a05011', 'Davida Herzl (Co-Founder & CEO): https://linkedin.com/in/davida-herzl-44b69123']",True,1791524
d5ec0ffa-0b2d-4f49-b0f0-c52f8b00c716,ACON S2 Acquisition Corporation,Sustainable business-focused SPAC,acons2.com,,,,,,,,False,286719740
7351a489-4814-4808-8a0b-d6ea1144fd08,Acre Venture Partners,Invest in ag and food-tech companies,acre.vc,"Santa Monica, CA",,6.0,0.0,Investment Fund,140000000.0,"['Gareth Asten (Co-Founder & Managing Partner): https://linkedin.com/in/gareth-asten-5709801ab', 'Lucas Mann (Co-Founder & Managing Partner): https://linkedin.com/in/lucas-mann-4370221b5']",True,34968849
e52be3ec-918b-43ec-b008-8164a304963c,AcreTrader,Farmland investing platform,acretrader.com,"Fayetteville, Arkansas","['Anthemis Group', 'Revel Partners', 'Narya Capital', 'RZC Investments', 'Jump Capital', 'Columbus, Ohio-based venture capital firm Drive Capital', 'existing institutional investors', ""Revolution's Rise of the Rest Seed Fund""]",38.0,-29.63,Series B,60000000.0,,True,219981365
4def45b2-df6f-4ed7-bb14-a103c4b74c96,ACT-ion Battery Technologies,Lithium ion battery cathode active materials developer,act-ion.com,"Dallas, TX",,,,,,,False,301356683
4a0ed1ba-9e19-457d-81fa-e825f01cf315,Active Impact Investments,Climate tech fund,activeimpactinvestments.com,,"['Northleaf Capital Partners', 'Co-operators Corporate Venture Capital Fund']",13.0,0.0,Investment Fund,51028040.0,Mike Winterfield (Founder and Managing Partner): https://linkedin.com/in/mike-winterfield-827408,True,163314594
edc383a7-bfe1-49dd-adb1-1fcf1b5cbf04,Active Surfaces,Solar integration technology provider,activesurfaces.xyz,"None, None","['Umami Capital', 'QVT', 'others', 'SeaX Ventures', 'Type One Ventures', 'Sabanci Climate Ventures', 'Lendlease', 'New Climate Ventures', 'Safar Partners']",12.0,20.0,Seed,5600000.0,"['Richard Swartwout (Chief Technology Officer and Founder): https://linkedin.com/in/richard-swartwout', 'Shiv Bhakta ♻️ (Founder / Business Development): https://linkedin.com/in/shivambhakta']",True,291522760
c7ad72b2-2448-454f-b64f-2bd642fbb740,Adamo Foods,Alternative steak from fungi,adamofoods.com,London,,,,,,,False,285127419
7983c993-de26-4741-9fae-4913ea2a5ccc,Adaptis,Decarbonization solutions provider for building owners,adaptis.ai,"Toronto, Canada","['Powerhouse Ventures', 'Building Ventures', 'Blue Vision Capital', '2048 Ventures', 'MetaProp']",22.0,-8.33,Seed,4000000.0,"['Sheida Shahi (Architect, Co-Founder, CEO): https://linkedin.com/in/sheidashahi', 'Aida Mollaei (Co-Founder, CTO): https://linkedin.com/in/aida-mollaei']",True,291516220
aed64dae-2832-4a85-9c7a-ce864d26aae5,Adaptive Insurance,Parametric insurance products for weather-related power outages,adaptiveinsurance.com,"Austin, Texas","['Generation Space', 'Congruent Ventures', 'Montauk Climate', 'private funders']",3.0,0.0,Seed,5000000.0,,True,298684806
d227bff4-64c0-4033-96e0-2c9d03a0d8a0,adden energy,Battery technology developer,https://steadyenergy.com/,,,,,,,,False,Not in Affinity
71c5e3c0-a44c-459e-b8f9-dce8fdd69092,addenergie,EV charging network,,,,,,,,,False,Not in Affinity
a34f8e5c-654f-4176-a837-576f239ed01c,ADDIONICS,EV battery technology company,addionics.com,CUK,,,,,,,False,222258768
aa7b152a-0a46-4906-8e3b-1241f3e83de6,addis energy,Ammonia production technology developer,https://www.ampd.energy/,,,,,,,,False,Not in Affinity
0d73c986-e0ba-4fab-8274-60e2326031eb,AddÉnergie,EV charging startup,addenergie.com,"Quebec City, Canada","['Investissement Québec', 'Caisse de Depot et Placement du Quebec']",1.0,,Other,12800000.0,Louis Tremblay (President and Chief Executive Officer): https://linkedin.com/in/louis-tremblay-4841834,True,223716128
0151de11-6912-4a3e-b964-7f75bdcfae70,Adept Materials,Develop paint material to help buildings control internal humidity,adeptmaterials.com,"Somerville, MA",,,,,,,False,290133214
1380deb3-58f2-4071-abe8-e663716f61bf,Adionics,Direct lithium extraction technology platform,adionics.com,"Thiais, France",,,,,,,False,187628167
0c204337-ebf7-4666-bd6b-3d76bb39b87f,adsorbi,Bio-based material removing air pollutants,https://adsorbi.com/,,,,,,,,False,Not in Affinity
e1156768-5ec9-469b-b0a8-4e0033a6b259,Advanced Cooling Technologies,Thermal management and cooling technologies developer,1-act.com,"Lancaster, CA",,,,,,,False,79712845
42980c61-563c-47ba-81b2-fc56681654fc,Advanced Electric Machines,Designer and manufacturer of electric vehicle motors,advancedelectricmachines.com,"Washington, U.K.",,,,,,,False,205501603
1be635ed-c295-4a1b-a434-190c7ae359d4,Advanced Farm Technologies,Developer of robotic farming equipment,advanced.farm,"Davis, California","['Catapult Ventures', 'Kubota Corporation', 'Impact Venture Capital', 'Yamaha Motor Ventures & Laboratory Silicon Valley', 'Impact Ventures', 'Yamaha Motor Corporation']",22.0,-37.14,Series B,25000000.0,"['Carl Allendorph (Co-Founder): https://linkedin.com/in/carl-allendorph-54a2851b', 'Kyle Cobb (Co-Founder): https://linkedin.com/in/kylecobb', 'Cedric Jeanty (Founder, CTO): https://linkedin.com/in/cedricjeanty', 'Marc Grossman (Chief Executive Officer): https://linkedin.com/in/marc-grossman-78051a22']",True,205504486
e70b6162-60f6-4f3a-bf1d-5e9ef902139b,Advanced Ionics,Producer of affordable green hydrogen,advanced-ionics.com,"Milwaukee, Wisconsin","['Mitsubishi Heavy Industries', 'Clean Energy Ventures', 'GVP Climate', 'bp ventures', 'JERA', 'Argosy Foundation']",21.0,0.0,Other,6700000.0,,True,223570042
660b5b66-bad2-4b84-a34d-b6ccc9bbbbe8,AdvancedAg,Bioagriculture input developer,advancedag.ca,"Raymond, Canada",,,,,,,False,283877572
be7cb0eb-d589-47e8-a871-4c1b9143c335,Advancing Eco Agriculture,Regenerative agriculture platform,ryanolsenphotographer.com,"Middlefield, OH",,,,,,,False,295753955
9440f67e-2d76-40b3-84d6-93a422cf631d,ADVANO,Focused on lithium-ion battery technology,advano.io,"New Orleans, Louisiana","['Y Combinator', 'PeopleFund', 'Tony Fadell’s Future Shape', 'Mitsui Kinzoku SBI Material Innovation Fund', 'DCVC', 'Peter Thiel’s Thiel Capital']",9.0,-52.63,Series A,18500000.0,"['Patrick Dietzen (Founder, CEO, Director, Investor): https://linkedin.com/in/openmindpd', 'Shiva Adireddy (Co-Founder & Chief Technology Officer): https://linkedin.com/in/shiva-adireddy-5aab1850', 'Alexander Girau (Chairman, CEO, & Founder): https://linkedin.com/in/alexandergirau', 'J. Christopher York (Chief Executive Officer): https://linkedin.com/in/j-christopher-york-15669411', 'Shiva Adireddy, Ph.D. MBA (Co-Founder, Director, & CEO): https://linkedin.com/in/shiva-adireddy-ph-d-mba-5aab1850']",True,1674771
59300bd1-3e8a-4766-9eac-cf0968feada3,Advanta Seeds,Developing high performing and hybrid seeds for agriculture,advantaseeds.com,Dubai,,,,,,,False,224205610
90298ad8-d86c-448b-9703-cbeeaab79726,advent technologies,Fuel cell maker,,,,,,,,,False,Not in Affinity
2dd24b37-bd35-4ad9-9b2e-64de6572e2d7,Advex AI (PearX S23),Improving AI Vision models for manufacturing,advex.ai,"San Francisco, California","['Construct Capital', 'Emerson Collective', 'angel investors', 'Pear VC']",7.0,75.0,Seed,3500000.0,"['Qasim Wani (Co-Founder, Chief Product Officer): https://linkedin.com/in/qasimwani', 'Asriel H. (Co-Founder & CTO): https://linkedin.com/in/asrlhan']",True,293412607
ff8faa2c-a731-4407-9f91-ef090dd8c5f6,aea-bridges impact corp.,ESG-focused SPAC,,,,,,,,,False,Not in Affinity
a602cf0f-ed05-477b-b456-df943cd117cf,aedifion,Energy usage management and monitoring company,aedifion.com,"Cologne, Germany","['VC World Fund', 'LARTIS', 'MOMENI Ventures', 'Family Office Hopp', 'Eurazeo', 'Bauwens Capital', 'World Fund', 'MOMENI Venture', 'Hopp family office', 'BitStone Capital', 'Bauwens', 'Beyond Build', 'Drees & Sommer', 'Phoenix Contact Innovation Ventures']",70.0,18.64,Series B,17000000.0,"['Felix Dorner (CFO & Co-Founder): https://linkedin.com/in/felix-dorner-7066b996', 'Jan Henrik Ziegeldorf (CTO & Co-Founder): https://linkedin.com/in/jhziegeldorf', 'Johannes Fütterer (CEO & Founder): https://linkedin.com/in/jfuetterer', 'Erik Brümmendorf (Head of Engineering & Co-Founder @ aedifion ): https://linkedin.com/in/erik-br%C3%BCmmendorf-117149155']",True,221179252
c05e10c2-7e0a-46ff-adde-25a5bf9b1800,Aegir Insights,Offshore wind software business,aegirinsights.com,"Copenhagen, Denmark","['Climentum Capital', 'Seaya Andromeda']",36.0,-5.26,Series A,8500000.0,"['Rikke Winther Nørgaard (CCO & Co-founder): https://linkedin.com/in/rikkenoergaad', 'Scott Urquhart (CEO, Founder): https://linkedin.com/in/scott-a-urquhart']",True,280531479
d1e2134c-cd7c-42d6-8412-6781a3a7b809,aegis energy,Network of lower-emission and multi-fuel source refueling hubs for commercial vehicles,aegisenergy.uk,"Wakefield, U.K.",,,,,,,False,297746112
d2d17339-5bd8-4f8e-893b-28a2de4abdce,AEInnova,Wireless IoT company,aeinnova.com,"Terrassa, Spain",,25.0,-7.41,,2639250.0,,True,1788073
30818c5b-d5c2-416e-ad15-c1646e4587e1,Aemetis,Biofuel producer,aemetis.com,"Cupertino, CA",,,,,,,False,78830256
9d3b8a3c-7989-427f-8b41-c9161b75a4a3,Aepnus Technology,Recycle and reuse battery manufacturing materials,aepnus.com,"Oakland, California","['Muus Climate Partners', 'Voyager Ventures', 'Lowercarbon Capital', 'Impact Science Ventures', 'Clean Energy Ventures', 'Gravity Climate Fund']",10.0,-16.67,Seed,8000000.0,"['Lukas Hackl, Ph.D. (Co-Founder, CEO): https://linkedin.com/in/lukashackl', 'Bilen Akuzum, Ph.D. (Co-Founder, CTO): https://linkedin.com/in/bilen-akuzum']",True,283090882
0c838fbe-380b-4362-9539-cda19d46400f,Aerem,Solar panel financing provider,aerem.co,India,,,,,,,False,286456279
770f0155-8f1a-4987-982c-62e99b64696b,Aerleum_official,Direct air capture technology,aerleum.com,"Strasbourg, France",,,,,,,False,294001792
d1fc9ddd-c0e6-4678-a00f-0ca38cb3375e,aerobotics,Aerial crop intelligence startup,https://www.amprobotics.com/,,,,,,,,False,Not in Affinity
85ef3d64-3ca1-44f0-90a8-0bedee5e4f29,AeroFarms,Vertical farming company,aerofarms.com,"Newark, NJ",,,,,,,False,1545517
84c26545-384d-4286-ade5-92d421e35033,Aerones,Robotic wind turbine maintenance systems,aerones.com,"Riga, Latvia","['S2G Investments', 'Activate Capital', 'Extantia', 'Overlap Holdings', 'Carbon Equity', 'Future Positive Capital', 'Change Ventures', 'Y Combinator', 'Lightrock', 'Blume Equity', 'Metaplanet', 'TechCrunch', 'Haniel', 'Mantas Mikuckas']",276.0,21.05,Other,62000000.0,"['Dainis Kruze (Co-Founder): https://linkedin.com/in/dainis-kruze-63b19013', 'Arturs Skroderis (CEO): https://linkedin.com/in/artursskroderis', 'Janis Putrams (CEO): https://linkedin.com/in/janis-putrams-2ab19345']",True,147493780
dc8233c9-4baa-4c2e-95db-977ad22c245b,Aeroseal,Developer of building seals to reduce carbon emissions,aeroseal.com,"Miamisburg, Ohio","['OGCI Climate Investments', 'Energy Impact Partners', 'Building Ventures', 'Climate Investment', 'Breakthrough Energy Ventures']",181.0,-2.16,Series B,67000000.0,,True,163301998
